Date,Province,District,Population,all cases,Severe cases/Deaths,all cases incidence,Severe cases/Deaths incidence
2024-07-01,East,Rwamagana,551798,377,0.0,0.6832210337841021,0.0
2024-08-01,East,Rwamagana,551798,539,0.0,0.9768067299990213,0.0
2024-09-01,East,Rwamagana,551798,755,1.0,1.368254324952247,0.001812257384042711
2024-10-01,East,Rwamagana,551798,1047,0.0,1.8974334810927187,0.0
2024-11-01,East,Rwamagana,551798,1542,6.0,2.7945008861938607,0.010873544304256268
2024-12-01,East,Rwamagana,551798,1559,2.0,2.825309261722587,0.003624514768085422
2025-01-01,East,Rwamagana,551798,1531,2.0,2.774566054969391,0.003624514768085422
2025-02-01,East,Rwamagana,551798,1324,1.0,2.3994287764725497,0.001812257384042711
2025-03-01,East,Rwamagana,551798,1395,0.0,2.528099050739582,0.0
2025-04-01,East,Rwamagana,551798,1771,0.0,3.209507827139642,0.0
2025-05-01,East,Rwamagana,551798,1648,6.0,2.986600168902388,0.010873544304256268
